studentnummer;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;geslacht;leeftijd;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst
10986;10986.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & techniek;7.5;6.15;5.35;6.38;6.1;70;geselecteerd
10987;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel natuur & gezondheid;7.6;4.6;5.05;4.53;4.66;250;niet geselecteerd
10988;;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;5.8;4.95;4.4;5.55;5.14;182;niet geselecteerd
10989;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.8;3.3;2.5;1.82;2.4;383;niet geselecteerd
10990;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;8.1;5.15;4.7;4.8;4.89;216;niet geselecteerd
10991;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel economie & maatschappij;7.0;5.55;4.65;5.7;5.44;145;niet geselecteerd
10992;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.0;5.1;5.75;4.28;4.82;229;niet geselecteerd
10993;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;6.9;3.35;3.4;3.02;3.2;364;niet geselecteerd
10994;;2023;B Gezondheidswetenschappen;DEMO;man;17;Suriname/Antillen;vwo profiel natuur & gezondheid;7.5;1.85;3.15;2.5;2.44;381;niet geselecteerd
10995;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel economie & maatschappij;7.0;5.05;4.75;5.9;5.42;148;niet geselecteerd
10996;10996.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;hbo-propedeuse;5.5;5.55;5.65;5.85;5.72;113;reserve
10997;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;7.2;4.8;5.0;4.35;4.62;258;niet geselecteerd
10998;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;7.3;4.35;3.45;4.0;3.99;309;niet geselecteerd
10999;10999.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel economie & maatschappij;6.0;7.8;5.9;7.47;7.25;15;geselecteerd
11000;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;7.3;4.2;5.8;4.15;4.5;268;niet geselecteerd
11001;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;6.5;5.05;4.65;5.13;5.01;200;niet geselecteerd
11002;11002.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.6;6.75;6.5;6.02;6.34;54;geselecteerd
11003;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel cultuur & maatschappij;7.5;4.25;3.4;3.55;3.73;331;niet geselecteerd
11004;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.0;6.1;5.65;5.1;5.51;136;niet geselecteerd
11005;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.9;3.3;2.9;2.78;2.96;373;niet geselecteerd
11006;11006.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;7.3;7.0;5.7;6.38;6.43;51;geselecteerd
11007;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;7.1;5.3;4.7;5.25;5.16;179;niet geselecteerd
11008;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel economie & maatschappij;6.0;3.75;6.2;4.72;4.72;241;niet geselecteerd
11009;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel economie & maatschappij;6.4;3.85;4.8;4.03;4.13;297;niet geselecteerd
11010;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel economie & maatschappij;7.0;3.75;3.05;3.27;3.37;354;niet geselecteerd
11011;;2023;B Gezondheidswetenschappen;DEMO;man;20;Turkije;vwo profiel natuur & gezondheid;7.7;5.75;5.25;5.45;5.5;138;niet geselecteerd
11012;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;anders;7.2;3.9;4.8;3.37;3.82;322;niet geselecteerd
11013;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel cultuur & maatschappij;7.3;3.1;3.6;3.25;3.28;361;niet geselecteerd
11014;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.1;4.65;4.9;3.8;4.28;285;niet geselecteerd
11015;11015.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.5;5.9;6.45;6.97;6.54;40;geselecteerd
11016;11016.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;6.7;7.15;6.0;7.15;6.92;25;geselecteerd
11017;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;overig niet-westers;vwo profiel cultuur & maatschappij;6.5;5.2;5.5;5.22;5.27;165;niet geselecteerd
11018;11018.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.3;6.4;6.15;7.2;6.75;29;geselecteerd
11019;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Marokko;vwo profiel natuur & techniek;5.5;4.35;5.35;4.55;4.65;252;niet geselecteerd
11020;11020.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel cultuur & maatschappij;7.0;6.1;6.7;5.92;6.13;68;geselecteerd
11021;11021.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;overig niet-westers;vwo profiel economie & maatschappij;6.1;7.4;6.4;6.18;6.59;36;geselecteerd
11022;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.9;5.5;4.95;5.57;5.43;147;niet geselecteerd
11023;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;6.8;4.25;6.25;4.25;4.65;253;niet geselecteerd
11024;11024.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;7.4;7.4;6.3;6.97;6.96;24;geselecteerd
11025;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel economie & maatschappij;6.8;3.7;3.9;4.07;3.93;313;niet geselecteerd
11026;11026.0;2023;B Gezondheidswetenschappen;DEMO;man;20;westerse achtergrond;hbo-propedeuse;6.3;5.4;6.6;6.4;6.14;67;geselecteerd
11027;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.6;3.5;4.1;3.32;3.53;343;niet geselecteerd
11028;11028.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;7.5;7.6;5.85;7.47;7.18;17;geselecteerd
11029;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & gezondheid;7.1;3.15;3.7;3.1;3.24;363;niet geselecteerd
11030;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;6.7;4.85;4.15;4.33;4.45;272;niet geselecteerd
11031;11031.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;5.8;6.5;6.05;8.32;7.32;14;geselecteerd
11032;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.4;4.05;3.05;3.65;3.65;338;niet geselecteerd
11033;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Turkije;vwo profiel natuur & techniek;6.0;4.25;5.45;4.98;4.86;224;niet geselecteerd
11034;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.3;5.4;5.6;5.5;5.49;140;niet geselecteerd
11035;11035.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;8.1;5.45;6.15;6.12;5.93;83;geselecteerd
11036;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.0;5.45;2.65;4.67;4.5;269;niet geselecteerd
11037;;2023;B Gezondheidswetenschappen;DEMO;man;20;Turkije;vwo profiel natuur & gezondheid;7.7;3.5;5.25;4.33;4.26;288;niet geselecteerd
11038;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;5.5;4.4;5.1;5.2;4.94;210;niet geselecteerd
11039;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.6;5.25;4.3;3.73;4.3;283;niet geselecteerd
11040;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;6.6;5.1;4.15;4.27;4.49;271;niet geselecteerd
11041;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Marokko;vwo profiel natuur & gezondheid;7.1;4.4;4.55;4.55;4.5;270;niet geselecteerd
11042;;2023;B Gezondheidswetenschappen;DEMO;man;18;westerse achtergrond;vwo profiel cultuur & maatschappij;6.5;5.4;6.3;3.95;4.86;225;niet geselecteerd
11043;11043.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.3;8.0;5.85;7.2;7.17;18;geselecteerd
11044;11044.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel cultuur & maatschappij;7.7;5.85;6.85;6.73;6.49;44;geselecteerd
11045;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.1;5.5;5.25;4.53;4.96;207;niet geselecteerd
11046;11046.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;6.9;6.2;5.0;6.07;5.9;90;geselecteerd
11047;11047.0;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & techniek;7.8;6.3;5.95;5.95;6.06;75;geselecteerd
11048;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;7.1;5.65;4.65;4.67;4.96;208;niet geselecteerd
11049;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;5.9;6.15;5.25;5.05;5.42;149;niet geselecteerd
11050;11050.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.5;7.75;7.4;7.12;7.36;12;geselecteerd
11051;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.5;1.6;2.2;2.28;2.06;387;niet geselecteerd
11052;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.5;6.35;6.15;4.78;5.52;135;niet geselecteerd
11053;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.7;5.8;5.15;5.47;5.5;139;niet geselecteerd
11054;11054.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.9;6.7;6.1;5.73;6.1;71;geselecteerd
11055;;2023;B Gezondheidswetenschappen;DEMO;man;17;Turkije;hbo-propedeuse;6.7;4.15;4.35;5.27;4.75;237;niet geselecteerd
11056;;2023;B Gezondheidswetenschappen;DEMO;man;18;westerse achtergrond;vwo profiel natuur & gezondheid;7.0;5.45;4.6;4.88;5.0;202;niet geselecteerd
11057;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;8.3;4.9;4.85;4.68;4.78;233;niet geselecteerd
11058;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;7.5;4.9;5.75;5.55;5.4;151;niet geselecteerd
11059;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.3;4.5;4.45;4.08;4.28;286;niet geselecteerd
11060;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.1;4.35;5.8;4.88;4.9;215;niet geselecteerd
11061;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;hbo-propedeuse;5.9;5.05;4.25;4.87;4.8;231;niet geselecteerd
11062;11062.0;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel cultuur & maatschappij;7.0;5.5;6.1;5.62;5.68;118;reserve
11063;;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & techniek;7.7;4.75;3.6;3.52;3.9;317;niet geselecteerd
11064;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;overig niet-westers;vwo profiel economie & maatschappij;6.8;4.1;3.5;3.52;3.69;335;niet geselecteerd
11065;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.4;5.2;5.35;4.85;5.06;192;niet geselecteerd
11066;11066.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.9;7.95;6.0;7.87;7.52;8;geselecteerd
11067;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.2;3.05;2.6;3.23;3.05;368;niet geselecteerd
11068;11068.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & techniek;7.3;6.75;6.4;6.3;6.46;47;geselecteerd
11069;11069.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;westerse achtergrond;hbo-propedeuse;6.8;6.35;5.45;5.42;5.7;115;reserve
11070;11070.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.9;6.45;5.85;6.7;6.46;48;geselecteerd
11071;11071.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;6.7;6.75;6.1;6.25;6.37;53;geselecteerd
11072;11072.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;8.0;6.1;6.3;7.18;6.68;33;geselecteerd
11073;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.9;3.55;3.35;2.63;3.05;369;niet geselecteerd
11074;11074.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.2;6.1;5.7;6.68;6.31;55;geselecteerd
11075;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & techniek;6.6;3.55;3.9;3.75;3.72;332;niet geselecteerd
11076;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.8;1.25;3.3;2.35;2.21;385;niet geselecteerd
11077;11077.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.8;6.7;6.2;6.4;6.45;49;geselecteerd
11078;11078.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;7.9;5.3;5.95;5.93;5.74;110;reserve
11079;11079.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Suriname/Antillen;vwo profiel economie & maatschappij;7.2;6.0;6.05;5.62;5.82;102;reserve
11080;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.3;3.95;5.5;3.62;4.1;302;niet geselecteerd
11081;11081.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;6.8;5.55;5.85;5.68;5.68;119;reserve
11082;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.9;4.8;6.25;5.87;5.62;126;niet geselecteerd
11083;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;anders;7.0;3.6;4.7;3.8;3.92;315;niet geselecteerd
11084;11084.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;8.3;5.35;6.4;6.35;6.06;76;geselecteerd
11085;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.8;3.95;3.2;3.67;3.66;337;niet geselecteerd
11086;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel cultuur & maatschappij;7.4;4.8;4.5;4.75;4.72;242;niet geselecteerd
11087;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.8;4.85;4.05;4.98;4.76;235;niet geselecteerd
11088;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel cultuur & maatschappij;6.7;5.9;5.15;5.65;5.63;122;niet geselecteerd
11089;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.4;2.5;3.45;2.93;2.9;375;niet geselecteerd
11090;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;8.2;4.55;4.45;3.65;4.08;304;niet geselecteerd
11091;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & techniek;6.3;2.95;3.05;3.68;3.34;357;niet geselecteerd
11092;11092.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel economie & maatschappij;8.2;8.25;7.25;7.12;7.48;10;geselecteerd
11093;11093.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel economie & maatschappij;6.6;5.5;5.7;5.93;5.76;105;reserve
11094;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;6.4;4.8;5.5;4.05;4.56;263;niet geselecteerd
11095;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel economie & maatschappij;7.1;3.25;3.95;3.43;3.48;348;niet geselecteerd
11096;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Turkije;vwo profiel natuur & gezondheid;7.1;5.05;3.85;5.18;4.88;218;niet geselecteerd
11097;11097.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & techniek;6.7;6.2;5.65;5.73;5.86;94;geselecteerd
11098;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.8;4.8;5.95;4.23;4.74;239;niet geselecteerd
11099;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;6.8;3.75;5.0;4.35;4.3;284;niet geselecteerd
11100;11100.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel economie & maatschappij;6.8;5.55;7.15;5.95;6.07;73;geselecteerd
11101;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Turkije;vwo profiel cultuur & maatschappij;6.3;5.0;4.2;5.08;4.88;219;niet geselecteerd
11102;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.5;5.45;4.35;4.55;4.78;234;niet geselecteerd
11103;11103.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;6.1;6.5;5.9;6.77;6.52;41;geselecteerd
11104;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;7.6;3.65;3.85;3.13;3.43;351;niet geselecteerd
11105;;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;hbo-propedeuse;5.7;5.45;5.9;4.77;5.2;174;niet geselecteerd
11106;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.0;4.35;5.15;4.12;4.4;278;niet geselecteerd
11107;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.1;2.7;3.2;1.35;2.12;386;niet geselecteerd
11108;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;7.4;5.0;4.85;5.1;5.02;197;niet geselecteerd
11109;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & techniek;8.2;4.5;2.75;3.08;3.44;350;niet geselecteerd
11110;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & techniek;7.7;4.5;5.9;5.7;5.38;155;niet geselecteerd
11111;11111.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.2;6.25;6.45;6.8;6.56;37;geselecteerd
11112;11112.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.5;8.8;7.0;7.88;7.98;1;geselecteerd
11113;11113.0;2023;B Gezondheidswetenschappen;DEMO;man;22;Nederland;vwo profiel natuur & techniek;7.8;5.8;6.15;6.1;6.02;78;geselecteerd
11114;11114.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & techniek;6.6;6.7;6.4;6.3;6.44;50;geselecteerd
11115;11115.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;6.5;6.25;5.2;6.93;6.38;52;geselecteerd
11116;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;6.6;4.85;6.15;5.15;5.26;166;niet geselecteerd
11117;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.8;5.3;4.9;4.93;5.04;193;niet geselecteerd
11118;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel cultuur & maatschappij;7.3;3.6;4.55;4.25;4.12;300;niet geselecteerd
11119;11119.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel economie & maatschappij;6.0;6.45;7.0;6.83;6.75;30;geselecteerd
11120;11120.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.1;6.9;6.2;5.93;6.28;59;geselecteerd
11121;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;westerse achtergrond;vwo profiel natuur & techniek;7.0;5.65;3.4;4.78;4.76;236;niet geselecteerd
11122;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;7.5;3.7;4.3;2.73;3.34;358;niet geselecteerd
11123;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.1;5.1;5.05;5.12;5.1;187;niet geselecteerd
11124;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.3;4.85;4.45;4.42;4.56;264;niet geselecteerd
11125;11125.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;8.0;5.9;6.75;6.72;6.48;46;geselecteerd
11126;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;7.5;5.25;4.45;4.43;4.68;248;niet geselecteerd
11127;11127.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel natuur & gezondheid;6.4;6.75;6.2;6.07;6.3;57;geselecteerd
11128;11128.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & techniek;8.3;6.0;6.4;5.87;6.02;79;geselecteerd
11129;11129.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;hbo-propedeuse;6.1;6.3;6.45;8.58;7.47;11;geselecteerd
11130;;2023;B Gezondheidswetenschappen;DEMO;man;18;Turkije;vwo profiel cultuur & maatschappij;6.3;3.75;3.1;3.13;3.31;360;niet geselecteerd
11131;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.2;3.55;4.3;4.17;4.01;308;niet geselecteerd
11132;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.6;4.65;4.25;3.9;4.2;291;niet geselecteerd
11133;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.7;5.0;4.9;5.6;5.28;164;niet geselecteerd
11134;11134.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.8;6.7;6.35;6.55;6.56;38;geselecteerd
11135;11135.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;overig niet-westers;vwo profiel natuur & gezondheid;7.3;5.45;5.7;5.92;5.74;111;reserve
11136;11136.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;hbo-propedeuse;6.9;4.9;6.9;5.98;5.84;99;geselecteerd
11137;;2023;B Gezondheidswetenschappen;DEMO;vrouw;23;Nederland;vwo profiel natuur & techniek;8.2;5.1;4.95;5.15;5.1;188;niet geselecteerd
11138;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.2;4.6;5.3;4.97;4.92;213;niet geselecteerd
11139;;2023;B Gezondheidswetenschappen;DEMO;man;20;westerse achtergrond;vwo profiel natuur & techniek;7.4;5.9;5.4;4.23;4.96;209;niet geselecteerd
11140;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel natuur & gezondheid;8.1;2.95;2.85;3.1;3.0;370;niet geselecteerd
11141;11141.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel cultuur & maatschappij;7.7;6.5;6.0;6.83;6.56;39;geselecteerd
11142;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel cultuur & maatschappij;7.7;2.55;3.7;3.2;3.11;367;niet geselecteerd
11143;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.3;2.8;4.05;3.82;3.56;342;niet geselecteerd
11144;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.4;3.15;4.6;3.9;3.82;323;niet geselecteerd
11145;11145.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & techniek;6.8;6.8;5.8;6.12;6.26;60;geselecteerd
11146;11146.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Suriname/Antillen;vwo profiel natuur & techniek;6.5;6.0;6.25;6.32;6.21;61;geselecteerd
11147;11147.0;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & techniek;7.4;5.35;6.15;5.93;5.8;103;reserve
11148;11148.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;overig niet-westers;vwo profiel natuur & gezondheid;6.4;6.0;5.5;5.73;5.76;106;reserve
11149;11149.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;anders;6.9;6.55;5.9;6.72;6.5;43;geselecteerd
11150;11150.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel economie & maatschappij;6.8;6.45;6.5;5.38;5.92;86;geselecteerd
